record_id,damaging_comment,human_label
546,"Therapist that did not specialize in ED told me my ED was bull****, or spoke about weight and body image too freely regardlessly of what I said my comfort level was, also every time I go to the doctors noone understands the concept of blind weights which puts me in a very difficult position",No
1557,'Better to be underweight than overweight!'    'You've gained weight'    'Everything looks great!' and 'Everything looks normal' and 'everything looks fine' (Despite me explaining thoughts of suicide and a low BMI),Yes
3450,stated above,No
3938,Telling you you just want attention when you asked to eat your lunch in a private area,No
799,I was severely underweight and the nurse at the doctors office said 'I wish I had your willpower' when she was weighing me for my intake assessment.,Yes
2442,"'I wish I could have a dose of that!' from my primary care doctor, after I told her I didn't want to get weighed because I started eating disorder recovery. She still made me get weighed too!",No
2639,"My PCP assumed I was seeing a dietitian for 'weight loss counseling' when in reality I was seeing her for anorexia treatment. She also asked me if I was sure I wanted to eat more, told me that my behaviors couldn't be causing physical symptoms because I wasn't underweight, and I had to advocate very strongly to get routine labs done (like a CBC and electrolyte panel).",Yes
2422,"I told my doctor I am diagnosed with Anorexia nervous & she goes on to say, 'you look fine to me.'",Yes
2601,Comments expressing that I was ugly and didn't look attractive to people and other comments that I ate too much,Yes
4677,doctors not understanding the psychology behind EDs,No
3127,"Psychiatrist said I wasn't actually anorexic, doctor lied and said I could probably stay at 132 lbs.",Yes
2834,"My eating disorder specializing physician threatened  that we would have to discontinue treatment if I did not immediately stop purging. This was after just a few months of outpatient therapy while I was a high school student. After this comment, I had to lie to her in order to continue receiving treatment. She constantly told me I was not trying hard enough, and told me to get my act together when I did not gain enough weight. She did not encourage me to get healthy, rather, she attempted to punish and shame me for my symptoms.",No
3076,"When I asked to step on a scale backwards at a follow up appointment with my pediatrician, one of the nurses said jokingly, 'Sometimes it's better not to know.' This comment wasn't incredibly harmful to me, but reinforced the ED thought that weight is something to be afraid of and that I should not be satisfied with my weight regardless with its effect on my health.",Yes
211,Primary care dr. 'You are not anorexic enough yet'  Cardiologist: 'I won't see you anymore because you just keep ruining yourself.'  My doctor prescribed me an elimination diet and then complimented me on my weight loss,Yes
3969,"Multiple doctors commented on my appearance (ie. 'You're obviously not malnourished')   My PCP that I initially went to told me the specifics of my weight gain, after I asked him not to share this in order to protect my recovery.  He told me 'I know you don't like to hear this, but you gained x pounds in x time' and told me that getting a boyfriend and self-esteem would cure me.  I had health problems that weren't explored due to my mental health diagnoses.  Post-HLOC, I experienced debilitating issues. Once a blood test came out clear, I was told I simply had 'a tough year' and 'it may just be due to your eating disorder history.'  I was bedridden for months and relapsed because no one believed me.",Yes
4466,I have a lot of experience as my eating disorder went undiagnosed for years despite having all the health effects of one. GI and cardiology doctors have dismissed it due to health conditions and saying I was 'seeking attention.' I've been told my weight even after asking for blind weights and explicit notes in my chart,No
1041,PCP told me i was just naturally thin when i expressed concern,Yes
2817,"Attempts to force me to get on the scale, expressing anger and annoyance when I didn't (even when I was crying), agreeing not to put my weight on my paperwork (when I agreed to be weighed) but doing so anyway",No
1992,therapist telling me i was sitting in the wrong seat and would not start the session until i moved even though she told me i can sit anywhere i want.   therapist would act like there was someone behind me all the time when she knew my trigger was having people behind me,No
2220,"Copying from above:  One time I went to my primary care provider for a specific appointment I had made (and told them this) to get blood work done to check for adverse effects of my eating disorder (at my therapist's recommendation) and at the appointment the first thing they did was weigh me, tell me my weight, and say 'oh, you've lost weight since your last visit. Nice job!'",Yes
